YEAR,DISPOSITION,OFFENSE TYPE,RACE,DEFENDANT COUNT
2015,Nolle Prosecution,Theft,Unknown,1
2015,Nolle Prosecution,Theft,White,24
2015,Nolle Prosecution,Theft,White [Hispanic or Latino],13
2015,Nolle Prosecution,Theft by Deception,Black,1
2015,Nolle Prosecution,Unlawful Restraint,Black,1
2015,Nolle Prosecution,Unlawful Restraint,White,1
2015,Nolle Prosecution,UUW - Unlawful Use of Weapon,Black,230
2015,Nolle Prosecution,UUW - Unlawful Use of Weapon,White,13
2015,Nolle Prosecution,UUW - Unlawful Use of Weapon,White [Hispanic or Latino],34
2015,Nolle Prosecution,Vehicular Hijacking,Black,4
2015,Nolle Prosecution,Vehicular Hijacking,White [Hispanic or Latino],1
2015,Nolle Prosecution,Vehicular Invasion,Black,1
2015,Nolle Prosecution,Violate Bail Bond,Asian,2
2015,Nolle Prosecution,Violate Bail Bond,Black,6
2015,Nolle Prosecution,Violate Bail Bond,White,2
2015,Nolle Prosecution,Violate Bail Bond,White [Hispanic or Latino],7
2015,Nolle Prosecution,Violation of Sex Offender Registration,Black,4
2015,Nolle Prosecution,Violation Order Of Protection,Black,4
2015,Nolle Prosecution,Violation Order Of Protection,White,3
2015,Nolle Prosecution,Violation Order Of Protection,White [Hispanic or Latino],3
2015,Plea Of Guilty,Aggravated Assault Police Officer,Black,16
2015,Plea Of Guilty,Aggravated Assault Police Officer,HISPANIC,1
2015,Plea Of Guilty,Aggravated Assault Police Officer,White,8
2015,Plea Of Guilty,Aggravated Assault Police Officer,White [Hispanic or Latino],5
2015,Plea Of Guilty,Aggravated Assault Police Officer Firearm,Black,9
2015,Plea Of Guilty,Aggravated Battery,,2
2015,Plea Of Guilty,Aggravated Battery,Asian,6
2015,Plea Of Guilty,Aggravated Battery,Biracial,1
2015,Plea Of Guilty,Aggravated Battery,Black,181
2015,Plea Of Guilty,Aggravated Battery,HISPANIC,7
2015,Plea Of Guilty,Aggravated Battery,Unknown,4
2015,Plea Of Guilty,Aggravated Battery,White,99
2015,Plea Of Guilty,Aggravated Battery,White [Hispanic or Latino],68
2015,Plea Of Guilty,Aggravated Battery Police Officer,American Indian,1
2015,Plea Of Guilty,Aggravated Battery Police Officer,Asian,2
2015,Plea Of Guilty,Aggravated Battery Police Officer,Black,392
2015,Plea Of Guilty,Aggravated Battery Police Officer,HISPANIC,5
2015,Plea Of Guilty,Aggravated Battery Police Officer,White,74
2015,Plea Of Guilty,Aggravated Battery Police Officer,White [Hispanic or Latino],62
2015,Plea Of Guilty,Aggravated Battery Police Officer,White/Black [Hispanic or Latino],1
2015,Plea Of Guilty,Aggravated Battery Police Officer Firearm,Black,3
2015,Plea Of Guilty,Aggravated Battery Police Officer Firearm,White,1
2015,Plea Of Guilty,Aggravated Battery Police Officer Firearm,White [Hispanic or Latino],1
2015,Plea Of Guilty,Aggravated Battery With A Firearm,Black,48
2015,Plea Of Guilty,Aggravated Battery With A Firearm,White,1
2015,Plea Of Guilty,Aggravated Battery With A Firearm,White [Hispanic or Latino],17
2015,Plea Of Guilty,Aggravated Discharge Firearm,Black,32
2015,Plea Of Guilty,Aggravated Discharge Firearm,White,3
2015,Plea Of Guilty,Aggravated Discharge Firearm,White [Hispanic or Latino],15
2015,Plea Of Guilty,Aggravated DUI,,15
2015,Plea Of Guilty,Aggravated DUI,American Indian,1
2015,Plea Of Guilty,Aggravated DUI,Asian,8
2015,Plea Of Guilty,Aggravated DUI,Black,390
2015,Plea Of Guilty,Aggravated DUI,HISPANIC,147
2015,Plea Of Guilty,Aggravated DUI,Unknown,1
2015,Plea Of Guilty,Aggravated DUI,White,255
2015,Plea Of Guilty,Aggravated DUI,White [Hispanic or Latino],689
2015,Plea Of Guilty,Aggravated DUI,White/Black [Hispanic or Latino],8
2015,Plea Of Guilty,Aggravated Fleeing and Eluding,,1
2015,Plea Of Guilty,Aggravated Fleeing and Eluding,Black,152
2015,Plea Of Guilty,Aggravated Fleeing and Eluding,HISPANIC,4
2015,Plea Of Guilty,Aggravated Fleeing and Eluding,White,47
2015,Plea Of Guilty,Aggravated Fleeing and Eluding,White [Hispanic or Latino],32
2015,Plea Of Guilty,Aggravated Fleeing and Eluding,White/Black [Hispanic or Latino],3
2015,Plea Of Guilty,Aggravated Identity Theft,Black,13
2015,Plea Of Guilty,Aggravated Identity Theft,White,1
2015,Plea Of Guilty,Aggravated Robbery,,1
2015,Plea Of Guilty,Aggravated Robbery,Black,88
2015,Plea Of Guilty,Aggravated Robbery,White,18
2015,Plea Of Guilty,Aggravated Robbery,White [Hispanic or Latino],18
2015,Plea Of Guilty,Aggravated Robbery BB Gun,Black,14
2015,Plea Of Guilty,Aggravated Robbery BB Gun,White,3
2015,Plea Of Guilty,Aggravated Robbery BB Gun,White [Hispanic or Latino],2
2015,Plea Of Guilty,Armed Robbery,,1
2015,Plea Of Guilty,Armed Robbery,Asian,4
2015,Plea Of Guilty,Armed Robbery,Black,350
2015,Plea Of Guilty,Armed Robbery,HISPANIC,1
2015,Plea Of Guilty,Armed Robbery,Unknown,1
2015,Plea Of Guilty,Armed Robbery,White,41
2015,Plea Of Guilty,Armed Robbery,White [Hispanic or Latino],70
2015,Plea Of Guilty,Armed Robbery,White/Black [Hispanic or Latino],2
2015,Plea Of Guilty,Armed Violence,Black,24
2015,Plea Of Guilty,Armed Violence,White,2
2015,Plea Of Guilty,Armed Violence,White [Hispanic or Latino],6
2015,Plea Of Guilty,Arson,Black,8
2015,Plea Of Guilty,Arson,White,10
2015,Plea Of Guilty,Arson,White [Hispanic or Latino],9
2015,Plea Of Guilty,Arson,White/Black [Hispanic or Latino],2
2015,Plea Of Guilty,Arson and Attempt Arson,Black,3
2015,Plea Of Guilty,Arson and Attempt Arson,White,2
2015,Plea Of Guilty,Attempt Armed Robbery,Black,26
2015,Plea Of Guilty,Attempt Armed Robbery,White,3
2015,Plea Of Guilty,Attempt Armed Robbery,White [Hispanic or Latino],3
2015,Plea Of Guilty,Attempt Arson,Black,1
2015,Plea Of Guilty,Attempt Homicide,Black,42
2015,Plea Of Guilty,Attempt Homicide,White,9
2015,Plea Of Guilty,Attempt Homicide,White [Hispanic or Latino],5
2015,Plea Of Guilty,Attempt Homicide,White/Black [Hispanic or Latino],1
2015,Plea Of Guilty,Attempt Sex Crimes,Black,1
2015,Plea Of Guilty,Attempt Vehicular Hijacking,Black,3
2015,Plea Of Guilty,Battery,Black,3
2015,Plea Of Guilty,Battery,White [Hispanic or Latino],1
2015,Plea Of Guilty,Bomb Threat,Black,6
2015,Plea Of Guilty,Bribery,Black,4
2015,Plea Of Guilty,Bribery,White,1
2015,Plea Of Guilty,Bribery,White [Hispanic or Latino],1
2015,Plea Of Guilty,Burglary,,9
2015,Plea Of Guilty,Burglary,American Indian,1
2015,Plea Of Guilty,Burglary,Asian,7
2015,Plea Of Guilty,Burglary,Black,636
2015,Plea Of Guilty,Burglary,HISPANIC,12
2015,Plea Of Guilty,Burglary,White,271
2015,Plea Of Guilty,Burglary,White [Hispanic or Latino],209
2015,Plea Of Guilty,Burglary,White/Black [Hispanic or Latino],13
2015,Plea Of Guilty,Child Abduction,Black,3
2015,Plea Of Guilty,Child Abduction,White,4
2015,Plea Of Guilty,Child Abduction,White [Hispanic or Latino],1
2015,Plea Of Guilty,Child Pornography,Black,1
2015,Plea Of Guilty,Child Pornography,White,7
2015,Plea Of Guilty,Child Pornography,White [Hispanic or Latino],1
2015,Plea Of Guilty,Child Pornography,White/Black [Hispanic or Latino],1
2015,Plea Of Guilty,Communicating With Witness,Black,1
2015,Plea Of Guilty,Communicating With Witness,White,1
2015,Plea Of Guilty,Communicating With Witness,White [Hispanic or Latino],1
2015,Plea Of Guilty,Compelling Gang Membership,White,1
2015,Plea Of Guilty,Credit Card Cases,,3
2015,Plea Of Guilty,Credit Card Cases,Asian,3
2015,Plea Of Guilty,Credit Card Cases,Black,128
2015,Plea Of Guilty,Credit Card Cases,Unknown,1
2015,Plea Of Guilty,Credit Card Cases,White,30
2015,Plea Of Guilty,Credit Card Cases,White [Hispanic or Latino],6
2015,Plea Of Guilty,Credit Card Cases,White/Black [Hispanic or Latino],1
2015,Plea Of Guilty,Criminal Damage to Property,,3
2015,Plea Of Guilty,Criminal Damage to Property,Asian,3
2015,Plea Of Guilty,Criminal Damage to Property,Black,81
2015,Plea Of Guilty,Criminal Damage to Property,HISPANIC,16
2015,Plea Of Guilty,Criminal Damage to Property,White,64
2015,Plea Of Guilty,Criminal Damage to Property,White [Hispanic or Latino],40
2015,Plea Of Guilty,Criminal Damage to Property,White/Black [Hispanic or Latino],1
2015,Plea Of Guilty,Criminal Trespass To Residence,Black,5
2015,Plea Of Guilty,Criminal Trespass To Residence,HISPANIC,1
2015,Plea Of Guilty,Criminal Trespass To Residence,Unknown,1
2015,Plea Of Guilty,Criminal Trespass To Residence,White,6
2015,Plea Of Guilty,Criminal Trespass To Residence,White [Hispanic or Latino],3
2015,Plea Of Guilty,Deceptive Practice,Black,8
2015,Plea Of Guilty,Deceptive Practice,White,6
2015,Plea Of Guilty,Deceptive Practice,White [Hispanic or Latino],2
2015,Plea Of Guilty,Disarming Police Officer,Black,4
2015,Plea Of Guilty,Disarming Police Officer,Unknown,1
2015,Plea Of Guilty,Disarming Police Officer,White [Hispanic or Latino],2
2015,Plea Of Guilty,Dog Fighting,Black,5
2015,Plea Of Guilty,Domestic Battery,Asian,3
2015,Plea Of Guilty,Domestic Battery,Black,104
2015,Plea Of Guilty,Domestic Battery,HISPANIC,3
2015,Plea Of Guilty,Domestic Battery,White,34
2015,Plea Of Guilty,Domestic Battery,White [Hispanic or Latino],34
2015,Plea Of Guilty,Domestic Battery,White/Black [Hispanic or Latino],1
2015,Plea Of Guilty,Driving With Suspended Or Revoked License,,15
2015,Plea Of Guilty,Driving With Suspended Or Revoked License,Asian,2
2015,Plea Of Guilty,Driving With Suspended Or Revoked License,Black,611
2015,Plea Of Guilty,Driving With Suspended Or Revoked License,HISPANIC,96
2015,Plea Of Guilty,Hate Crimes,White,2
2015,Plea Of Guilty,Driving With Suspended Or Revoked License,Unknown,2
2015,Plea Of Guilty,Driving With Suspended Or Revoked License,White,169
2015,Plea Of Guilty,Driving With Suspended Or Revoked License,White [Hispanic or Latino],305
2015,Plea Of Guilty,Driving With Suspended Or Revoked License,White/Black [Hispanic or Latino],5
2015,Plea Of Guilty,DUI,,3
2015,Plea Of Guilty,DUI,Asian,3
2015,Plea Of Guilty,DUI,Black,113
2015,Plea Of Guilty,DUI,HISPANIC,29
2015,Plea Of Guilty,DUI,Unknown,1
2015,Plea Of Guilty,DUI,White,50
2015,Plea Of Guilty,DUI,White [Hispanic or Latino],200
2015,Plea Of Guilty,Escape - Failure to Return,Black,327
2015,Plea Of Guilty,Escape - Failure to Return,HISPANIC,1
2015,Plea Of Guilty,Escape - Failure to Return,White,37
2015,Plea Of Guilty,Escape - Failure to Return,White [Hispanic or Latino],37
2015,Plea Of Guilty,Escape - Failure to Return,White/Black [Hispanic or Latino],1
2015,Plea Of Guilty,Failure to Register as a Sex Offender,American Indian,1
2015,Plea Of Guilty,Failure to Register as a Sex Offender,Black,216
2015,Plea Of Guilty,Failure to Register as a Sex Offender,HISPANIC,3
2015,Plea Of Guilty,Failure to Register as a Sex Offender,White,39
2015,Plea Of Guilty,Failure to Register as a Sex Offender,White [Hispanic or Latino],41
2015,Plea Of Guilty,Forgery,,2
2015,Plea Of Guilty,Forgery,Black,199
2015,Plea Of Guilty,Forgery,HISPANIC,3
2015,Plea Of Guilty,Forgery,White,54
2015,Plea Of Guilty,Forgery,White [Hispanic or Latino],18
2015,Plea Of Guilty,Forgery,White/Black [Hispanic or Latino],1
2015,Plea Of Guilty,Fraud,,4
2015,Plea Of Guilty,Fraud,Asian,1
2015,Plea Of Guilty,Fraud,Black,17
2015,Plea Of Guilty,Fraud,HISPANIC,1
2015,Plea Of Guilty,Fraud,Unknown,1
2015,Plea Of Guilty,Fraud,White,15
2015,Plea Of Guilty,Fraud,White [Hispanic or Latino],6
2015,Plea Of Guilty,Fraudulent ID,American Indian,1
2015,Plea Of Guilty,Fraudulent ID,Black,17
2015,Plea Of Guilty,Fraudulent ID,HISPANIC,1
2015,Plea Of Guilty,Fraudulent ID,White,5
2015,Plea Of Guilty,Fraudulent ID,White [Hispanic or Latino],17
2015,Plea Of Guilty,Gambling,Black,1
2015,Plea Of Guilty,Gambling,White,4
2015,Plea Of Guilty,Gun - Non UUW,Black,5
2015,Plea Of Guilty,Gun - Non UUW,White,2
2015,Plea Of Guilty,Gun - Non UUW,White [Hispanic or Latino],3
2015,Plea Of Guilty,Gun Running,Black,1
2015,Plea Of Guilty,Gun Running,White [Hispanic or Latino],2
2015,Plea Of Guilty,Hate Crimes,Black,2
2015,Plea Of Guilty,Home Invasion,,1
2015,Plea Of Guilty,Home Invasion,Asian,2
2015,Plea Of Guilty,Home Invasion,Black,53
2015,Plea Of Guilty,Home Invasion,Unknown,1
2015,Plea Of Guilty,Home Invasion,White,13
2015,Plea Of Guilty,Home Invasion,White [Hispanic or Latino],18
2015,Plea Of Guilty,Homicide,American Indian,1
2015,Plea Of Guilty,Homicide,Black,28
2015,Plea Of Guilty,Homicide,White,3
2015,Plea Of Guilty,Homicide,White [Hispanic or Latino],6
2015,Plea Of Guilty,Human Trafficking,Black,4
2015,Plea Of Guilty,Human Trafficking,White,2
2015,Plea Of Guilty,Human Trafficking,White [Hispanic or Latino],1
2015,Plea Of Guilty,Identity Theft,,1
2015,Plea Of Guilty,Identity Theft,American Indian,1
2015,Plea Of Guilty,Identity Theft,Asian,1
2015,Plea Of Guilty,Identity Theft,Black,142
2015,Plea Of Guilty,Identity Theft,HISPANIC,2
2015,Plea Of Guilty,Identity Theft,Unknown,1
2015,Plea Of Guilty,Identity Theft,White,28
2015,Plea Of Guilty,Identity Theft,White [Hispanic or Latino],6
2015,Plea Of Guilty,Impersonating Police Officer,Black,12
2015,Plea Of Guilty,Impersonating Police Officer,White,6
2015,Plea Of Guilty,Impersonating Police Officer,White/Black [Hispanic or Latino],1
2015,Plea Of Guilty,Intimidation,Black,14
2015,Plea Of Guilty,Intimidation,White,3
2015,Plea Of Guilty,Intimidation,White [Hispanic or Latino],2
2015,Plea Of Guilty,Kidnapping,Asian,1
2015,Plea Of Guilty,Kidnapping,Black,10
2015,Plea Of Guilty,Kidnapping,White [Hispanic or Latino],6
2015,Plea Of Guilty,Major Accidents,Black,12
2015,Plea Of Guilty,Major Accidents,HISPANIC,1
2015,Plea Of Guilty,Major Accidents,White,9
2015,Plea Of Guilty,Major Accidents,White [Hispanic or Latino],6
2015,Plea Of Guilty,Narcotics,,9
2015,Plea Of Guilty,Narcotics,American Indian,1
2015,Plea Of Guilty,Narcotics,Asian,28
2015,Plea Of Guilty,Narcotics,Black,5160
2015,Plea Of Guilty,Narcotics,HISPANIC,11
2015,Plea Of Guilty,Narcotics,Unknown,12
2015,Plea Of Guilty,Narcotics,White,903
2015,Plea Of Guilty,Narcotics,White [Hispanic or Latino],651
2015,Plea Of Guilty,Narcotics,White/Black [Hispanic or Latino],33
2015,Plea Of Guilty,Obstructing Justice,,1
2015,Plea Of Guilty,Obstructing Justice,Asian,1
2015,Plea Of Guilty,Obstructing Justice,Black,9
2015,Plea Of Guilty,Obstructing Justice,White,7
2015,Plea Of Guilty,Obstructing Justice,White [Hispanic or Latino],6
2015,Plea Of Guilty,Official Misconduct,Black,6
2015,Plea Of Guilty,Official Misconduct,White [Hispanic or Latino],1
2015,Plea Of Guilty,Other Offense,,3
2015,Plea Of Guilty,Other Offense,Asian,9
2015,Plea Of Guilty,Other Offense,Black,234
2015,Plea Of Guilty,Other Offense,HISPANIC,3
2015,Plea Of Guilty,Other Offense,Unknown,1
2015,Plea Of Guilty,Other Offense,White,102
2015,Plea Of Guilty,Other Offense,White [Hispanic or Latino],61
2015,Plea Of Guilty,Other Offense,White/Black [Hispanic or Latino],1
2015,Plea Of Guilty,Pandering,Black,1
2015,Plea Of Guilty,Pandering,White,1
2015,Plea Of Guilty,Pandering,White [Hispanic or Latino],1
2015,Plea Of Guilty,Perjury,Black,1
2015,Plea Of Guilty,Police Shooting,White [Hispanic or Latino],1
2015,Plea Of Guilty,Possession Of Burglary Tools,Black,5
2015,Plea Of Guilty,Possession Of Burglary Tools,White [Hispanic or Latino],3
2015,Plea Of Guilty,Possession of Contraband in Penal Institution,Black,12
2015,Plea Of Guilty,Possession of Contraband in Penal Institution,White,2
2015,Plea Of Guilty,Possession of Contraband in Penal Institution,White [Hispanic or Latino],1
2015,Plea Of Guilty,Possession of Contraband in Penal Institution,White/Black [Hispanic or Latino],1
2015,Plea Of Guilty,Possession of Shank in Penal Institution,Black,3
2015,Plea Of Guilty,Possession of Shank in Penal Institution,White [Hispanic or Latino],2
2015,Plea Of Guilty,Possession of Stolen Motor Vehicle,American Indian,1
2015,Plea Of Guilty,Possession of Stolen Motor Vehicle,Black,262
2015,Plea Of Guilty,Possession of Stolen Motor Vehicle,HISPANIC,6
2015,Plea Of Guilty,Possession of Stolen Motor Vehicle,Unknown,2
2015,Plea Of Guilty,Possession of Stolen Motor Vehicle,White,47
2015,Plea Of Guilty,Possession of Stolen Motor Vehicle,White [Hispanic or Latino],65
2015,Plea Of Guilty,PROMIS Conversion,ASIAN,2
2015,Plea Of Guilty,PROMIS Conversion,Black,68
2015,Plea Of Guilty,PROMIS Conversion,HISPANIC,49
2015,Plea Of Guilty,PROMIS Conversion,White,16
2015,Plea Of Guilty,PROMIS Conversion,White [Hispanic or Latino],2
2015,Plea Of Guilty,Prostitution,Asian,1
2015,Plea Of Guilty,Prostitution,Black,3
2015,Plea Of Guilty,Prostitution,White,2
2015,Plea Of Guilty,Prostitution,White [Hispanic or Latino],2
2015,Plea Of Guilty,Reckless Discharge of Firearm,Asian,2
2015,Plea Of Guilty,Reckless Discharge of Firearm,Black,37
2015,Plea Of Guilty,Reckless Discharge of Firearm,White,7
2015,Plea Of Guilty,Reckless Discharge of Firearm,White [Hispanic or Latino],10
2015,Plea Of Guilty,Reckless Discharge of Firearm,White/Black [Hispanic or Latino],1
2015,Plea Of Guilty,Reckless Homicide,Black,4
2015,Plea Of Guilty,Reckless Homicide,White,2
2015,Plea Of Guilty,Reckless Homicide,White [Hispanic or Latino],3
2015,Plea Of Guilty,Residential Burglary,,1
2015,Plea Of Guilty,Residential Burglary,Asian,5
2015,Plea Of Guilty,Residential Burglary,Black,312
2015,Plea Of Guilty,Residential Burglary,HISPANIC,2
2015,Plea Of Guilty,Residential Burglary,Unknown,3
2015,Plea Of Guilty,Residential Burglary,White,109
2015,Plea Of Guilty,Residential Burglary,White [Hispanic or Latino],79
2015,Plea Of Guilty,Residential Burglary,White/Black [Hispanic or Latino],4
2015,Plea Of Guilty,Retail Theft,,22
2015,Plea Of Guilty,Retail Theft,Asian,19
2015,Plea Of Guilty,Retail Theft,Biracial,1
2015,Plea Of Guilty,Retail Theft,Black,1193
2015,Plea Of Guilty,Retail Theft,HISPANIC,67
2015,Plea Of Guilty,Retail Theft,Unknown,6
2015,Plea Of Guilty,Retail Theft,White,497
2015,Plea Of Guilty,Retail Theft,White [Hispanic or Latino],154
2015,Plea Of Guilty,Retail Theft,White/Black [Hispanic or Latino],5
2015,Plea Of Guilty,Robbery,,2
2015,Plea Of Guilty,Robbery,American Indian,1
2015,Plea Of Guilty,Robbery,Black,265
2015,Plea Of Guilty,Robbery,HISPANIC,1
2015,Plea Of Guilty,Robbery,White,39
2015,Plea Of Guilty,Robbery,White [Hispanic or Latino],34
2015,Plea Of Guilty,Robbery,White/Black [Hispanic or Latino],4
2015,Plea Of Guilty,Sex Crimes,Asian,10
2015,Plea Of Guilty,Sex Crimes,Black,127
2015,Plea Of Guilty,Sex Crimes,HISPANIC,2
2015,Plea Of Guilty,Sex Crimes,Unknown,1
2015,Plea Of Guilty,Sex Crimes,White,55
2015,Plea Of Guilty,Sex Crimes,White [Hispanic or Latino],133
2015,Plea Of Guilty,Sex Crimes,White/Black [Hispanic or Latino],1
2015,Plea Of Guilty,Stalking,Black,13
2015,Plea Of Guilty,Stalking,Unknown,1
2015,Plea Of Guilty,Stalking,White,10
2015,Plea Of Guilty,Stalking,White [Hispanic or Latino],4
2015,Plea Of Guilty,Stalking,White/Black [Hispanic or Latino],1
2015,Plea Of Guilty,Theft,,9
2015,Plea Of Guilty,Theft,Asian,7
2015,Plea Of Guilty,Theft,Black,412
2015,Plea Of Guilty,Theft,HISPANIC,14
2015,Plea Of Guilty,Theft,Unknown,1
2015,Plea Of Guilty,Theft,White,174
2015,Plea Of Guilty,Theft,White [Hispanic or Latino],83
2015,Plea Of Guilty,Theft,White/Black [Hispanic or Latino],2
2015,Plea Of Guilty,Theft by Deception,,2
2015,Plea Of Guilty,Theft by Deception,Black,14
2015,Plea Of Guilty,Theft by Deception,White,5
2015,Plea Of Guilty,Theft by Deception,White [Hispanic or Latino],1
2015,Plea Of Guilty,Unlawful Restraint,Black,7
2015,Plea Of Guilty,Unlawful Restraint,White,3
2015,Plea Of Guilty,Unlawful Restraint,White [Hispanic or Latino],4
2015,Plea Of Guilty,UUW - Unlawful Use of Weapon,,6
2015,Plea Of Guilty,UUW - Unlawful Use of Weapon,American Indian,2
2015,Plea Of Guilty,UUW - Unlawful Use of Weapon,Asian,7
2015,Plea Of Guilty,UUW - Unlawful Use of Weapon,Biracial,1
2015,Plea Of Guilty,UUW - Unlawful Use of Weapon,Black,1228
2015,Plea Of Guilty,UUW - Unlawful Use of Weapon,HISPANIC,10
2015,Plea Of Guilty,UUW - Unlawful Use of Weapon,Unknown,2
2015,Plea Of Guilty,UUW - Unlawful Use of Weapon,White,68
2015,Plea Of Guilty,UUW - Unlawful Use of Weapon,White [Hispanic or Latino],218
2015,Plea Of Guilty,UUW - Unlawful Use of Weapon,White/Black [Hispanic or Latino],9
2015,Plea Of Guilty,Vehicular Hijacking,Black,43
2015,Plea Of Guilty,Vehicular Hijacking,White,2
2015,Plea Of Guilty,Vehicular Hijacking,White [Hispanic or Latino],9
2015,Plea Of Guilty,Vehicular Invasion,Black,5
2015,Plea Of Guilty,Vehicular Invasion,White,1
2015,Plea Of Guilty,Vehicular Invasion,White [Hispanic or Latino],5
2015,Plea Of Guilty,Violate Bail Bond,Black,7
2015,Plea Of Guilty,Violate Bail Bond,White,2
2015,Plea Of Guilty,Violate Bail Bond,White [Hispanic or Latino],1
2015,Plea Of Guilty,Violation of Sex Offender Registration,Black,5
2015,Plea Of Guilty,Violation of Sex Offender Registration,White,1
2015,Plea Of Guilty,Violation of Sex Offender Registration,White [Hispanic or Latino],2
2015,Plea Of Guilty,Violation Order Of Protection,Black,10
2015,Plea Of Guilty,Violation Order Of Protection,White,12
2015,Plea Of Guilty,Violation Order Of Protection,White [Hispanic or Latino],7
2015,Plea of Guilty - Amended Charge,Aggravated Assault Police Officer,Black,1
2015,Plea of Guilty - Amended Charge,Aggravated Battery Police Officer,Black,1
2015,Plea of Guilty - Amended Charge,Aggravated DUI,HISPANIC,1
2015,Plea of Guilty - Amended Charge,Attempt Homicide,Black,1
2015,Plea of Guilty - Amended Charge,Burglary,White,2
2015,Plea of Guilty - Amended Charge,Dog Fighting,Black,1
2015,Plea of Guilty - Amended Charge,Domestic Battery,Black,1
2015,Plea of Guilty - Amended Charge,Narcotics,Black,4
2015,Plea of Guilty - Amended Charge,Narcotics,White,2
2015,Plea of Guilty - Amended Charge,Narcotics,White [Hispanic or Latino],2
2015,Plea of Guilty - Amended Charge,Other Offense,White,1
2015,Plea of Guilty - Amended Charge,PROMIS Conversion,Black,1
2015,Plea of Guilty - Amended Charge,PROMIS Conversion,HISPANIC,1
2015,Plea of Guilty - Amended Charge,Residential Burglary,Black,1
2015,Plea of Guilty - Amended Charge,Residential Burglary,White,1
2015,Plea of Guilty - Amended Charge,Retail Theft,HISPANIC,1
2015,Plea of Guilty - Amended Charge,Theft,Black,1
2015,Plea of Guilty - Lesser Included,Narcotics,Black,1
2015,Sexually Dangerous Person,Sex Crimes,Black,1
2015,SOL,Driving With Suspended Or Revoked License,,1
2015,SOL,Narcotics,Black,3
2015,SOL,Narcotics,White [Hispanic or Latino],1
2015,Superseded by Indictment,Aggravated Battery,White,2
2015,Superseded by Indictment,Aggravated Battery,White [Hispanic or Latino],2
2015,Superseded by Indictment,Aggravated Battery Police Officer,Black,1
2015,Superseded by Indictment,Aggravated Battery With A Firearm,Black,1
2015,Superseded by Indictment,Aggravated DUI,Black,2
2015,Superseded by Indictment,Armed Robbery,Black,1
2015,Superseded by Indictment,Armed Robbery,White,3
2015,Superseded by Indictment,Armed Robbery,White [Hispanic or Latino],1
2015,Superseded by Indictment,Arson,Asian,1
2015,Superseded by Indictment,Attempt Homicide,Black,1
2015,Superseded by Indictment,Burglary,Black,2
2015,Superseded by Indictment,Burglary,White,1
2015,Superseded by Indictment,Driving With Suspended Or Revoked License,Black,1
2015,Superseded by Indictment,Driving With Suspended Or Revoked License,White,1
2015,Superseded by Indictment,DUI,Black,2
2015,Superseded by Indictment,Homicide,Black,1
2015,Superseded by Indictment,Narcotics,Black,3
2015,Superseded by Indictment,Robbery,Black,1
2015,Superseded by Indictment,Stalking,Black,1
2015,Superseded by Indictment,UUW - Unlawful Use of Weapon,Black,6
2015,Transferred - Misd Crt,Narcotics,Black,17
2015,Transferred - Misd Crt,Narcotics,White [Hispanic or Latino],2
2015,Verdict Guilty,Aggravated Assault Police Officer,Black,1
2015,Verdict Guilty,Aggravated Battery,Asian,1
2015,Verdict Guilty,Aggravated Battery,Black,3
2015,Verdict Guilty,Aggravated Battery,White [Hispanic or Latino],2
2015,Verdict Guilty,Aggravated Battery Police Officer,Black,5
2015,Verdict Guilty,Aggravated Battery Police Officer,White,1
2015,Verdict Guilty,Aggravated Battery With A Firearm,Black,5
2015,Verdict Guilty,Aggravated Battery With A Firearm,White [Hispanic or Latino],2
2015,Verdict Guilty,Aggravated Discharge Firearm,Black,3
2015,Verdict Guilty,Aggravated Discharge Firearm,White [Hispanic or Latino],1
2015,Verdict Guilty,Aggravated DUI,Black,2
2015,Verdict Guilty,Aggravated DUI,HISPANIC,1
2015,Verdict Guilty,Aggravated DUI,White,1
2015,Verdict Guilty,Aggravated Fleeing and Eluding,Black,2
2015,Verdict Guilty,Aggravated Robbery,Black,1
2015,Verdict Guilty,Armed Robbery,Black,15
2015,Verdict Guilty,Armed Robbery,White,1
2015,Verdict Guilty,Armed Robbery,White [Hispanic or Latino],3
2015,Verdict Guilty,Arson,Black,1
2015,Verdict Guilty,Attempt Homicide,Black,6
2015,Verdict Guilty,Attempt Homicide,White [Hispanic or Latino],1
2015,Verdict Guilty,Burglary,Black,1
2015,Verdict Guilty,Burglary,White,1
2015,Verdict Guilty,Criminal Damage to Property,Black,1
2015,Verdict Guilty,Disarming Police Officer,White [Hispanic or Latino],1
2015,Verdict Guilty,Domestic Battery,Black,3
2015,Verdict Guilty,Driving With Suspended Or Revoked License,Black,5
2015,Verdict Guilty,Failure to Register as a Sex Offender,Black,2
2015,Verdict Guilty,Failure to Register as a Sex Offender,White [Hispanic or Latino],1
2015,Verdict Guilty,Fraudulent ID,Black,1
2015,Verdict Guilty,Home Invasion,Black,1
2015,Verdict Guilty,Home Invasion,White,1
2015,Verdict Guilty,Homicide,Black,28
2015,Verdict Guilty,Homicide,White,1
2015,Verdict Guilty,Homicide,White [Hispanic or Latino],6
2015,Verdict Guilty,Identity Theft,Black,1
2015,Verdict Guilty,Intimidation,Black,2
2015,Verdict Guilty,Kidnapping,Black,1
2015,Verdict Guilty,Kidnapping,White,1
2015,Verdict Guilty,Kidnapping,White [Hispanic or Latino],1
2015,Verdict Guilty,Narcotics,Black,30
2015,Verdict Guilty,Narcotics,White,2
